2023-06-29 10:08:30.7603 INFO  1 |  | DesktopInterface.Ui.Run                            | Desktop Interface version [6.0.23.3].
2023-06-29 10:08:31.9926 INFO  1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | DesktopInterface.Ui.Run                            | Working directory set to [C:\SafeQ6\FSP_6_23_1\Service\Spooler 6.0.23.3\DesktopInterface].
2023-06-29 10:08:32.0082 INFO  1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | DesktopInterface.Ui.Run                            | System encoding set to [Windows-1252].
2023-06-29 10:08:32.0082 INFO  1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | DesktopInterface.Ui.Run                            | Running under .NET Framework runtime version [4.0.30319.42000].
2023-06-29 10:08:32.0550 INFO  1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | DesktopInterface.Ui.Run                            | Running as [64bit] process.
2023-06-29 10:08:32.0706 DEBUG 1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | DesktopInterface.LockFile.LockFileService.CreateLo | Access lock on file [C:\Users\ctyiweb\.safeq6\YSoftSafeQDesktopInterface.lock] for PID [7688] successfully obtained.
2023-06-29 10:08:34.0674 INFO  1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | DesktopInterface.Ui.InitializeWpfApplication       | Initializing Desktop Interface on WPF framework.
2023-06-29 10:08:34.4261 DEBUG 1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | DesktopInterface.Ui.BootstrapContainer             | Configuring and installing Castle Windsor.
2023-06-29 10:08:38.1625 DEBUG 1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | Configuration.ConfigurationProvider.InitializeLoca | Initializating configuration.
2023-06-29 10:08:38.1625 DEBUG 1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | Configuration.ConfigurationProvider.GetLocalConfig | Deserializing local configuration.
2023-06-29 10:08:43.2190 INFO  1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | Ymq.Ymq..ctor                                      | Ymq version 1.2.2.113 initialized with settings [LocalPeerName=[AD\ctyiweb], LocalPeerType=[Client], Security=[Plain], ConnectionAttemptTimeout=[00:02:00], GoodbyeTimeout=[00:00:02]].
2023-06-29 10:08:43.2190 INFO  1 | 6982aec4-2031-4c21-84ac-b9fab8661c4d | Ymq.Ymq.LogUsedPackages                            | Used assemblies:
