2023-07-13 09:52:36.8574 INFO  1 |  | DesktopInterface.Ui.Run                            | Desktop Interface version [6.0.23.3].
2023-07-13 09:52:44.4665 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | DesktopInterface.Ui.Run                            | Working directory set to [C:\SafeQ6\FSP_6_23_1\Service\Spooler 6.0.23.3\DesktopInterface].
2023-07-13 09:52:44.4977 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | DesktopInterface.Ui.Run                            | System encoding set to [Windows-1252].
2023-07-13 09:52:44.4977 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | DesktopInterface.Ui.Run                            | Running under .NET Framework runtime version [4.0.30319.42000].
2023-07-13 09:52:44.6227 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | DesktopInterface.Ui.Run                            | Running as [64bit] process.
2023-07-13 09:52:44.8884 DEBUG 1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | DesktopInterface.LockFile.LockFileService.CreateLo | Access lock on file [C:\Users\ctyiweb\.safeq6\YSoftSafeQDesktopInterface.lock] for PID [20420] successfully obtained.
2023-07-13 09:52:46.9039 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | DesktopInterface.Ui.InitializeWpfApplication       | Initializing Desktop Interface on WPF framework.
2023-07-13 09:52:47.4507 DEBUG 1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | DesktopInterface.Ui.BootstrapContainer             | Configuring and installing Castle Windsor.
2023-07-13 09:53:03.8563 DEBUG 1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Configuration.ConfigurationProvider.InitializeLoca | Initializating configuration.
2023-07-13 09:53:03.9462 DEBUG 1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Configuration.ConfigurationProvider.GetLocalConfig | Deserializing local configuration.
2023-07-13 09:53:14.5176 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq..ctor                                      | Ymq version 1.2.2.113 initialized with settings [LocalPeerName=[AD\ctyiweb], LocalPeerType=[Client], Security=[Plain], ConnectionAttemptTimeout=[00:02:00], GoodbyeTimeout=[00:00:02]].
2023-07-13 09:53:14.5333 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq.LogUsedPackages                            | Used assemblies:
2023-07-13 09:53:14.5333 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq.LogUsedPackages                            | mscorlib 4.0.0.0
2023-07-13 09:53:14.5333 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq.LogUsedPackages                            | System 4.0.0.0
2023-07-13 09:53:14.5333 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq.LogUsedPackages                            | BouncyCastle.Crypto 1.8.1.0
2023-07-13 09:53:14.5489 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq.LogUsedPackages                            | NLog 4.0.0.0
2023-07-13 09:53:14.5489 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq.LogUsedPackages                            | Newtonsoft.Json 9.0.0.0
2023-07-13 09:53:14.5489 INFO  1 | 734aea8b-9aa6-4ff7-b86b-97e0eaf73e70 | Ymq.Ymq.LogUsedPackages                            | System.Core 4.0.0.0
