2023-07-07 09:57:42.1162 INFO  1 |  | DesktopInterface.Ui.Run                            | Desktop Interface version [6.0.23.3].
2023-07-07 09:57:51.1812 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | DesktopInterface.Ui.Run                            | Working directory set to [C:\SafeQ6\FSP_6_23_1\Service\Spooler 6.0.23.3\DesktopInterface].
2023-07-07 09:57:51.3063 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | DesktopInterface.Ui.Run                            | System encoding set to [Windows-1252].
2023-07-07 09:57:51.3063 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | DesktopInterface.Ui.Run                            | Running under .NET Framework runtime version [4.0.30319.42000].
2023-07-07 09:57:51.5409 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | DesktopInterface.Ui.Run                            | Running as [64bit] process.
2023-07-07 09:57:51.8068 DEBUG 1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | DesktopInterface.LockFile.LockFileService.CreateLo | Access lock on file [C:\Users\ctyiweb\.safeq6\YSoftSafeQDesktopInterface.lock] for PID [20544] successfully obtained.
2023-07-07 09:57:55.3830 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | DesktopInterface.Ui.InitializeWpfApplication       | Initializing Desktop Interface on WPF framework.
2023-07-07 09:57:56.8571 DEBUG 1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | DesktopInterface.Ui.BootstrapContainer             | Configuring and installing Castle Windsor.
2023-07-07 09:58:20.1949 DEBUG 1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Configuration.ConfigurationProvider.InitializeLoca | Initializating configuration.
2023-07-07 09:58:20.3044 DEBUG 1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Configuration.ConfigurationProvider.GetLocalConfig | Deserializing local configuration.
2023-07-07 09:58:48.3550 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq..ctor                                      | Ymq version 1.2.2.113 initialized with settings [LocalPeerName=[AD\ctyiweb], LocalPeerType=[Client], Security=[Plain], ConnectionAttemptTimeout=[00:02:00], GoodbyeTimeout=[00:00:02]].
2023-07-07 09:58:48.3550 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | Used assemblies:
2023-07-07 09:58:48.3550 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | mscorlib 4.0.0.0
2023-07-07 09:58:48.3550 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | System 4.0.0.0
2023-07-07 09:58:48.3550 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | BouncyCastle.Crypto 1.8.1.0
2023-07-07 09:58:48.3707 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | NLog 4.0.0.0
2023-07-07 09:58:48.3707 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | Newtonsoft.Json 9.0.0.0
2023-07-07 09:58:48.3707 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | System.Core 4.0.0.0
2023-07-07 09:58:48.3707 INFO  1 | c55aa89e-8230-4550-b4ff-2aff4e1bd8bc | Ymq.Ymq.LogUsedPackages                            | NetMQ 3.3.3.4
